Ticker,Description,Sector,Industry,Exchange
DBL,DILIP BUILDCON LTD,Industrial Services,Engineering & Construction,NSE
IL_FSENGG,IL&FS ENGINEERING,Industrial Services,Engineering & Construction,NSE
SSINFRA.ST,S.S. INFRASTRUCTUR,Industrial Services,Engineering & Construction,NSE
LTTS,L&T TECHNOLOGY SER,Industrial Services,Engineering & Construction,NSE
IRB,IRB INFRASTRUCTURE,Industrial Services,Engineering & Construction,NSE
GAYAHWS,GAYATRI HIGHWAYS L,Industrial Services,Engineering & Construction,NSE
MOLDTECH,MOLD-TEK TECHNOLO,Industrial Services,Engineering & Construction,NSE
IL_FSTRANS,IL&FS TRANSP NTWK,Industrial Services,Engineering & Construction,NSE
GISOLUTION,GI ENGINEERING SOL,Industrial Services,Engineering & Construction,NSE
DEEPINDS,DEEP INDUSTRIES LTD,Industrial Services,Oilfield Services/Equipment,NSE
GRINFRA,G R INFRAPROJECTS LTD,Industrial Services,Engineering & Construction,NSE
SWSOLAR,STERLING & WILSON SO LTD,Industrial Services,Engineering & Construction,NSE
UNIDT,UNITED DRILLING TOOLS LTD,Industrial Services,Oilfield Services/Equipment,NSE
SHASHIJIT,SHASHIJIT INFRAPROJECTS LIMITE,Industrial Services,Engineering & Construction,BSE
GENCON,GENERIC ENG CONS PROJ LTD,Industrial Services,Engineering & Construction,NSE
SADBHAV,SADBHAV ENGINEERIN,Industrial Services,Engineering & Construction,NSE
GMRP_UI,GMR POW AND URBAN INFRA L,Industrial Services,Engineering & Construction,NSE
ITDCEM,ITD CEMENTATION IN,Industrial Services,Engineering & Construction,NSE
KEC,KEC INTERNATIONAL,Industrial Services,Engineering & Construction,NSE
GTLINFRA,GTL INFRASTRUCTURE,Industrial Services,Engineering & Construction,NSE
BGRENERGY,BGR ENERGY SYSTEMS,Industrial Services,Engineering & Construction,NSE
GVKPIL,GVK POWER & INFRAS,Industrial Services,Engineering & Construction,NSE
TARMAT,TARMAT LTD,Industrial Services,Engineering & Construction,NSE
VASCONEQ,VASCON ENGINEERS L,Industrial Services,Engineering & Construction,NSE
SUPREMEINF,SUPREME INFRASTRUC,Industrial Services,Engineering & Construction,NSE
TANTIACONS,TANTIA CONSTRUCTIO,Industrial Services,Engineering & Construction,NSE
FELIX,FELIX INDUSTRIES L,Industrial Services,Environmental Services,NSE
RKEC,RKEC PROJECTS LTD,Industrial Services,Engineering & Construction,NSE
ASHOKA,ASHOKA BUILDCON LTD,Industrial Services,Engineering & Construction,NSE
MODISONLTD,MODISON LTD,Industrial Services,Engineering & Construction,NSE
RVNL,RAIL VIKAS NIGAM,Industrial Services,Engineering & Construction,NSE
BRNL,BHARAT ROAD NETWOR,Industrial Services,Engineering & Construction,NSE
SADBHIN,SADBHAV INFRA PROJ,Industrial Services,Engineering & Construction,NSE
A2ZINFRA,A2Z INFRA ENGINEER,Industrial Services,Engineering & Construction,NSE
LIKHITHA,LIKHITHA INFRASTRUC LTD,Industrial Services,Engineering & Construction,NSE
SEAMECLTD,SEAMEC LTD,Industrial Services,Oilfield Services/Equipment,NSE
CMMIPL.ST,CMM INFRAPROJECTS,Industrial Services,Engineering & Construction,NSE
RIIL,RELIANCE IND INFRA,Industrial Services,Oil & Gas Pipelines,NSE
TRISHAKT,TRISHAKTI ELECTRONICS & INDUST,Industrial Services,Oilfield Services/Equipment,BSE
EKANSH,EKANSH CONCEPTS LIMITED,Industrial Services,Engineering & Construction,BSE
KRRAIL,K&R RAIL ENGINEERING LIMITED,Industrial Services,Engineering & Construction,BSE
REGENTRP,REGENT ENTERPRISES LIMITED,Industrial Services,Oilfield Services/Equipment,BSE
CONART,CONART ENGINEERS LTD.,Industrial Services,Engineering & Construction,BSE
JANUSCORP,JANUS CORPORATION LIMITED,Industrial Services,Engineering & Construction,BSE
MARKOLINES,MARKOLINES PAVEMENT TECHNOLOGI,Industrial Services,Engineering & Construction,BSE
CCLINTER,CCL INTERNATIONAL LTD.,Industrial Services,Engineering & Construction,BSE
ARTEFACT,ARTEFACT PROJECTS LTD.,Industrial Services,Engineering & Construction,BSE
GENUSPRIME,GENUS PRIME INFRA LIMITED,Industrial Services,Engineering & Construction,BSE
BCPL,BCPL RAILWAY INFRASTRUCTURE LI,Industrial Services,Engineering & Construction,BSE
VIVANTA,VIVANTA INDUSTRIES LIMITED,Industrial Services,Engineering & Construction,BSE
COCHMAL,COCHIN MALABAR ESTATES & INDUS,Industrial Services,Oilfield Services/Equipment,BSE
IISL,ISHAAN INFRASTRUCTURE AND SHEL,Industrial Services,Engineering & Construction,BSE
SHREESHAY,SHREESHAY ENGINEERS LIMITED,Industrial Services,Engineering & Construction,BSE
ANUBHAV,ANUBHAV INFRASTRUCTURE LIMITED,Industrial Services,Engineering & Construction,BSE
KRISHNA,KRISHNA VENTURES LIMITED,Industrial Services,Engineering & Construction,BSE
PVVINFRA,PVV INFRA LIMITED,Industrial Services,Engineering & Construction,BSE
CEINSYSTECH,CEINSYS TECH LIMITED,Industrial Services,Engineering & Construction,BSE
SUYOG,SUYOG TELEMATICS LTD,Industrial Services,Engineering & Construction,BSE
VEERENRGY,VEER ENERGY & INFRASTRUCTURE L,Industrial Services,Engineering & Construction,BSE
GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.,Industrial Services,Oilfield Services/Equipment,BSE
ECORECO,ECO RECYCLING LTD.,Industrial Services,Environmental Services,BSE
JAYANT,JAYANT INFRATECH LIMITED,Industrial Services,Engineering & Construction,BSE
REFEXRENEW,REFEX RENEWABLES & INFRASTRUCT,Industrial Services,Engineering & Construction,BSE
MAINFRA,MARUTI INFRASTRUCTURE LTD.,Industrial Services,Engineering & Construction,BSE
SIPL,SHELTER INFRA PROJECTS LTD.,Industrial Services,Engineering & Construction,BSE
GENSOL,GENSOL ENGINEERING LIMITED,Industrial Services,Engineering & Construction,BSE
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD,Industrial Services,Engineering & Construction,BSE
WAGEND,WAGEND INFRA VENTURE LIMITED,Industrial Services,Engineering & Construction,BSE
PBAINFRA,PBA INFRASTRUCTURE LTD.,Industrial Services,Engineering & Construction,BSE
VMS,VMS INDUSTRIES LTD.,Industrial Services,Environmental Services,BSE
RAUNAQEPC,RAUNAQ EPC INTERNATIONAL LIMIT,Industrial Services,Engineering & Construction,BSE
PARLEIND,PARLE INDUSTRIES LIMITED,Industrial Services,Environmental Services,BSE
GTV,GTV ENGINEERING LIMITED,Industrial Services,Engineering & Construction,BSE
DRA,DRA CONSULTANTS LIMITED,Industrial Services,Engineering & Construction,BSE
KCDGROUP,KCD INDUSTRIES INDIA LIMITED,Industrial Services,Engineering & Construction,BSE
VSFPROJ,VSF PROJECTS LTD.,Industrial Services,Engineering & Construction,BSE
DMR,DMR HYDROENGINEERING & INFRAST,Industrial Services,Engineering & Construction,BSE
MPDL,MPDL LIMITED,Industrial Services,Engineering & Construction,BSE
YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,Industrial Services,Engineering & Construction,BSE
SAB,SAB INDUSTRIES LIMITED,Industrial Services,Engineering & Construction,BSE
RGRL,RETRO GREEN REVOLUTION LIMITED,Industrial Services,Engineering & Construction,BSE
CROISSANCE,CROISSANCE LIMITED,Industrial Services,Engineering & Construction,BSE
AJOONI,AJOONI BIOTECH LTD,Miscellaneous,Miscellaneous,NSE
SUMMITSEC,SUMMIT SECURITIES,Miscellaneous,Investment Trusts/Mutual Funds,NSE
KRIFILIND,KRISHNA FILAMENT INDUSTRIES LI,Miscellaneous,Miscellaneous,BSE
INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.,Miscellaneous,Miscellaneous,BSE
JINDCAP,JINDAL CAPITAL LTD.,Miscellaneous,Investment Trusts/Mutual Funds,BSE
ASHCAP,ASHIRWAD CAPITAL LTD.,Miscellaneous,Investment Trusts/Mutual Funds,BSE
ASHIKA,ASHIKA CREDIT CAPITAL LTD.,Miscellaneous,Miscellaneous,BSE
TTIENT,TTI ENTERPRISE LTD,Miscellaneous,Investment Trusts/Mutual Funds,BSE
PRAKASHSTL,PRAKASH STEELAGE,Non-Energy Minerals,Steel,NSE
VEDL,VEDANTA LTD,Non-Energy Minerals,Aluminum,NSE
NATNLSTEEL,NATIONAL STEEL & A,Non-Energy Minerals,Steel,NSE
MANAKSIA,MANAKSIA LTD,Non-Energy Minerals,Steel,NSE
PRECISION,PRECISION METALIKS,Non-Energy Minerals,Aluminum,NSE
NATIONALUM,NATIONAL ALUMINUM,Non-Energy Minerals,Aluminum,NSE
PRSMJOHNSN,PRISM JOHNSON LTD,Non-Energy Minerals,Construction Materials,NSE
HINDCON,HINDCON CHEMICALS LTD,Non-Energy Minerals,Construction Materials,NSE
ELECTHERM,ELECTROTHERM (INDI,Non-Energy Minerals,Steel,NSE
NCLIND,NCL INDUSTRIES,Non-Energy Minerals,Construction Materials,NSE
SGIL,SYNERGY GREEN IND. LTD,Non-Energy Minerals,Steel,NSE
BVCL,BARAK VALLEY CEMEN,Non-Energy Minerals,Construction Materials,NSE
JKLAKSHMI,JK LAKSHMI CEMENT,Non-Energy Minerals,Construction Materials,NSE
VASWANI,VASWANI INDUSTRIES,Non-Energy Minerals,Steel,NSE
BEDMUTHA,BEDMUTHA INDUSTRIE,Non-Energy Minerals,Steel,NSE
NELCAST,NELCAST LTD,Non-Energy Minerals,Steel,NSE
HIL,HIL LTD,Non-Energy Minerals,Forest Products,NSE
ULTRACEMCO,ULTRATECH CEMENT,Non-Energy Minerals,Construction Materials,NSE
PREMIERPOL,PREMIER POLYFILM L,Non-Energy Minerals,Forest Products,NSE
SUPREMEENG,SUPREME ENGINEERING LTD,Non-Energy Minerals,Steel,NSE
SURYAROSNI,SURYA ROSHNI,Non-Energy Minerals,Steel,NSE
HITECH,HI TECH PIPES LTD,Non-Energy Minerals,Steel,NSE
BURNPUR,BURNPUR CEMENT LTD,Non-Energy Minerals,Construction Materials,NSE
GRASIM,GRASIM INDUSTRIES,Non-Energy Minerals,Construction Materials,NSE
TIINDIA,TUBE INVESTMENTS O,Non-Energy Minerals,Steel,NSE
ORIENTABRA,ORIENT ABRASIVES,Non-Energy Minerals,Aluminum,NSE
IMFA,INDIAN METALS & FE,Non-Energy Minerals,Other Metals/Minerals,NSE
RAMASTEEL,RAMA STEEL TUBES,Non-Energy Minerals,Steel,NSE
ORIENTCEM,ORIENT CEMENT LTD,Non-Energy Minerals,Construction Materials,NSE
RAJMET,RAJNANDINI METAL LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
MAANALU,MAAN ALUMINIUM LTD,Non-Energy Minerals,Aluminum,NSE
KAKATCEM,KAKATIYA CEM SUGAR,Non-Energy Minerals,Construction Materials,NSE
NUVOCO,NUVOCO VISTAS CORP LTD,Non-Energy Minerals,Construction Materials,NSE
ARENTERP,RAJDARSHAN INDUSTR,Non-Energy Minerals,Construction Materials,NSE
KIRLOSIND,KIRLOSKAR IND LTD,Non-Energy Minerals,Steel,NSE
GALLANTT,GALLANTT ISPAT LTD,Non-Energy Minerals,Steel,NSE
EUROBOND,EURO PANEL PRODUCT,Non-Energy Minerals,Aluminum,NSE
NRL,NUPUR RECYCLERS LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
STEELCAS,STEELCAST LTD,Non-Energy Minerals,Steel,NSE
JSWISPL,JSW ISPAT SPE PRO LTD,Non-Energy Minerals,Steel,NSE
HINDZINC,HINDUSTAN ZINC,Non-Energy Minerals,Other Metals/Minerals,NSE
RATNAMANI,RATNAMANI MET &TBS,Non-Energy Minerals,Steel,NSE
MANGLMCEM,MANGALAM CEMENT,Non-Energy Minerals,Construction Materials,NSE
SUNFLAG,SUNFLAG IRON & STE,Non-Energy Minerals,Steel,NSE
NMDC,NMDC LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
JSWSTEEL,JSW STEEL LTD,Non-Energy Minerals,Steel,NSE
KAMDHENU,KAMDHENU LTD,Non-Energy Minerals,Steel,NSE
MSPL,MSP STEEL & POWER,Non-Energy Minerals,Steel,NSE
VESUVIUS,VESUVIUS INDIA,Non-Energy Minerals,Construction Materials,NSE
MMP,MMP INDUSTRIES LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
RESPONIND,RESPONSIVE INDUSTR,Non-Energy Minerals,Forest Products,NSE
INDIACEM,INDIA CEMENTS,Non-Energy Minerals,Construction Materials,NSE
ISMTLTD,ISMT LTD,Non-Energy Minerals,Steel,NSE
TATASTEEL,TATA STEEL LTD,Non-Energy Minerals,Steel,NSE
MIDHANI,MISHRA DHATU NIGAM,Non-Energy Minerals,Other Metals/Minerals,NSE
RAMCOCEM,RAMCO CEMENTS(THE),Non-Energy Minerals,Construction Materials,NSE
KIRLFER,KIRLOSKAR FERROUS IND LTD,Non-Energy Minerals,Steel,NSE
ANKITMETAL,ANKIT METAL & POWE,Non-Energy Minerals,Steel,NSE
GSCLCEMENT,GUJARAT SIDHEE CEM,Non-Energy Minerals,Construction Materials,NSE
MILTON,MILTON INDUSTRIES,Non-Energy Minerals,Forest Products,NSE
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,Non-Energy Minerals,Steel,NSE
MAHSEAMLES,MAHARASHTRA SEAML,Non-Energy Minerals,Steel,NSE
JINDALSTEL,JINDAL STEEL & PWR,Non-Energy Minerals,Steel,NSE
ORISSAMINE,ORISSA MINERALS DE,Non-Energy Minerals,Steel,NSE
VSSL,VARDHMAN SPECIAL S,Non-Energy Minerals,Steel,NSE
KRIDHANINF,KRIDHAN INFRA LIMI,Non-Energy Minerals,Steel,NSE
SHAHALLOYS,SHAH ALLOYS,Non-Energy Minerals,Steel,NSE
SHREECEM,SHREE CEMENT LTD,Non-Energy Minerals,Construction Materials,NSE
APCL,ANJANI PRTLND CEMT,Non-Energy Minerals,Construction Materials,NSE
JSL,JINDAL STAINLESS,Non-Energy Minerals,Steel,NSE
MAHASTEEL,MAHAMAYA STEEL IND,Non-Energy Minerals,Steel,NSE
TINPLATE,TINPLATE CO INDIA,Non-Energy Minerals,Steel,NSE
DECCANCE,DECCAN CEMENT,Non-Energy Minerals,Construction Materials,NSE
MANAKALUCO,MANAKSIA ALUMINIUM,Non-Energy Minerals,Other Metals/Minerals,NSE
SMLT,SARTHAK METALS LTD,Non-Energy Minerals,Steel,NSE
SALSTEEL,SAL STEEL LTD,Non-Energy Minerals,Steel,NSE
APLAPOLLO,APL APOLLO TUBES,Non-Energy Minerals,Steel,NSE
JINDALSAW,JINDAL SAW LTD,Non-Energy Minerals,Steel,NSE
IMPEXFERRO,IMPEX FERRO TECH,Non-Energy Minerals,Other Metals/Minerals,NSE
SAGARDEEP,SAGARDEEP ALLOYS L,Non-Energy Minerals,Other Metals/Minerals,NSE
SAIL,STEEL AUTHOR INDIA,Non-Energy Minerals,Steel,NSE
HINDCOPPER,HINDUSTAN COPPER,Non-Energy Minerals,Other Metals/Minerals,NSE
MWL,MANGALAM WORLDWIDE,Non-Energy Minerals,Steel,NSE
PRAKASH,PRAKASH INDUSTRIES,Non-Energy Minerals,Steel,NSE
POCL,PONDY OXIDES & CHEM LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
STYLAMIND,STYLAM INDUSTRIES LTD,Non-Energy Minerals,Forest Products,NSE
JKCEMENT,JK CEMENTS LTD,Non-Energy Minerals,Construction Materials,NSE
HINDALCO,HINDALCO INDS,Non-Energy Minerals,Other Metals/Minerals,NSE
JTLIND,JTL INDUSTRIES LTD,Non-Energy Minerals,Steel,NSE
WIPL,THE WESTERN INDIA,Non-Energy Minerals,Forest Products,NSE
GAL,GYSCOAL ALLOYS LTD,Non-Energy Minerals,Steel,NSE
VISASTEEL,VISA STEEL LTD,Non-Energy Minerals,Steel,NSE
GRAVITA,GRAVITA INDIA LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
SANGHIIND,SANGHI INDUSTRIES,Non-Energy Minerals,Construction Materials,NSE
NSLNISP,NMDC STEEL LTD,Non-Energy Minerals,Steel,NSE
SURANI,SURANI STEEL TUBES,Non-Energy Minerals,Steel,NSE
KSL,KALYANI STEELS,Non-Energy Minerals,Steel,NSE
UDAICEMENT,UDAIPUR CEMENT WORKS LTD,Non-Energy Minerals,Construction Materials,NSE
GEEKAYWIRE,GEEKAY WIRES LTD,Non-Energy Minerals,Steel,NSE
SBCL,SHIVALIK BIMETAL CON. LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
MCL,MADHAV COPPER LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
AROGRANITE,ARO GRANITE INDUS,Non-Energy Minerals,Construction Materials,NSE
SAGCEM,SAGAR CEMENTS,Non-Energy Minerals,Construction Materials,NSE
MADHAV,MADHAV MARB & GRAN,Non-Energy Minerals,Construction Materials,NSE
INCREDIBLE,INCREDIBLE INDUSTRIES LTD,Non-Energy Minerals,Steel,NSE
RAMCOIND,RAMCO INDUSTRIES,Non-Energy Minerals,Construction Materials,NSE
MANAKCOAT,MANAKSIA COATED ME,Non-Energy Minerals,Steel,NSE
SHYAMCENT,SHYAM CENTURY FERR,Non-Energy Minerals,Steel,NSE
GREENPANEL,GREENPANEL INDUSTRIES LTD,Non-Energy Minerals,Forest Products,NSE
ZENITHSTL,ZENITH STEEL PIP IND LTD,Non-Energy Minerals,Steel,NSE
GANDHITUBE,GANDHI SPECIAL TUB,Non-Energy Minerals,Steel,NSE
AMBUJACEM,AMBUJA CEMENTS LTD,Non-Energy Minerals,Construction Materials,NSE
MAITHANALL,MAITHAN ALLOYS LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
BIRLACORPN,BIRLA CORP,Non-Energy Minerals,Construction Materials,NSE
GREENLAM,GREENLAM INDUSTRIE,Non-Energy Minerals,Forest Products,NSE
STEELXIND,STEEL EXCHANGE IND,Non-Energy Minerals,Steel,NSE
ACC,ACC LTD,Non-Energy Minerals,Construction Materials,NSE
HEIDELBERG,HEIDELBERGCEMENT I,Non-Energy Minerals,Construction Materials,NSE
ORIENTALTL,ORIENTAL TRIMEX,Non-Energy Minerals,Construction Materials,NSE
PENIND,PENNAR INDUSTRIES,Non-Energy Minerals,Steel,NSE
RUSHIL,RUSHIL DECOR LTD,Non-Energy Minerals,Forest Products,NSE
GPIL,GODAWARI POWER,Non-Energy Minerals,Steel,NSE
MUKANDLTD,MUKAND,Non-Energy Minerals,Steel,NSE
ASHAPURMIN,ASHAPURA MINE CHEM,Non-Energy Minerals,Other Metals/Minerals,NSE
KIOCL,KIOCL LTD,Non-Energy Minerals,Steel,NSE
GATEWAY,GATEWAY DISTRIPARKS LTD,Non-Energy Minerals,Precious Metals,NSE
CUBEXTUB,CUBEX TUBINGS,Non-Energy Minerals,Other Metals/Minerals,NSE
TATASTLLP,TATA STEEL LONG PRO LTD,Non-Energy Minerals,Steel,NSE
CONTI,CONTINENTAL SEEDS,Non-Energy Minerals,Forest Products,NSE
SHREDIGCEM,SHREE DIGVIJAY CEMENT,Non-Energy Minerals,Construction Materials,NSE
SARDAEN,SARDA ENERGY & MIN,Non-Energy Minerals,Steel,NSE
HPAL,HP ADHESIVES LTD,Non-Energy Minerals,Construction Materials,NSE
BIGBLOC,BIGBLOC CONSTRUCTI,Non-Energy Minerals,Construction Materials,NSE
HISARMETAL,HISAR METAL INDUST,Non-Energy Minerals,Steel,NSE
VENUSPIPES,VENUS PIPES & TUBES LTD,Non-Energy Minerals,Steel,NSE
JAIBALAJI,JAI BALAJI IND,Non-Energy Minerals,Steel,NSE
MOIL,MOIL LTD,Non-Energy Minerals,Other Metals/Minerals,NSE
ELECTCAST,ELECTROSTEEL CAST,Non-Energy Minerals,Steel,NSE
MANAKSTEEL,MANAKSIA STEELS LTD,Non-Energy Minerals,Steel,NSE
TATAMETALI,TATA METALIKS,Non-Energy Minerals,Steel,NSE
AIROLAM,AIRO LAM LTD,Non-Energy Minerals,Forest Products,NSE
CMNL,CHAMAN METALLICS L,Non-Energy Minerals,Steel,NSE
GOODLUCK,GOODLUCK INDIA LTD,Non-Energy Minerals,Steel,NSE
NITINCAST,NITIN CASTINGS LIMITED,Non-Energy Minerals,Steel,BSE
AINFRA,A INFRASTRUCTURE LIMITED,Non-Energy Minerals,Construction Materials,BSE
INDSILHYD,INDSIL HYDRO POWER AND MANGANE,Non-Energy Minerals,Other Metals/Minerals,BSE
GUJINTRX,GUJARAT INTRUX LTD.,Non-Energy Minerals,Steel,BSE
TATAYODOGA,TAYO ROLLS LTD.,Non-Energy Minerals,Steel,BSE
IBRIGST,INDIAN BRIGHT STEEL CO.LTD.,Non-Energy Minerals,Steel,BSE
LATIMMETAL,LA TIM METAL & INDUSTRIES LIMI,Non-Energy Minerals,Steel,BSE
SURAJ,SURAJ PRODUCTS LTD.,Non-Energy Minerals,Steel,BSE
BHEEMACEM,BHEEMA CEMENTS LTD.,Non-Energy Minerals,Construction Materials,BSE
COCKERILL,JOHN COCKERILL INDIA LIMITED,Non-Energy Minerals,Steel,BSE
BMAL,BOTHRA METALS & ALLOYS LTD.,Non-Energy Minerals,Aluminum,BSE
ECOBOAR,ECOBOARD INDUSTRIES LTD.,Non-Energy Minerals,Forest Products,BSE
RATHIBAR,RATHI BARS LTD.,Non-Energy Minerals,Steel,BSE
NATPLY,NATIONAL PLYWOOD INDUSTRIES LT,Non-Energy Minerals,Forest Products,BSE
SHIVACEM,SHIVA CEMENT LTD.,Non-Energy Minerals,Construction Materials,BSE
SAHYADRI,SAHYADRI INDUSTRIES LTD.,Non-Energy Minerals,Construction Materials,BSE
COCHINM,COCHIN MINERALS & RUTILE LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
SCANSTL,SCAN STEELS LIMITED,Non-Energy Minerals,Steel,BSE
SHBAJRG,SHRI BAJRANG ALLIANCE LIMITED,Non-Energy Minerals,Steel,BSE
DIVSHKT,DIVYASHAKTI LIMITED,Non-Energy Minerals,Construction Materials,BSE
MAHALXSE,MAHALAXMI SEAMLESS LTD.,Non-Energy Minerals,Steel,BSE
DUROPLY,DUROPLY INDUSTRIES LIMITED,Non-Energy Minerals,Forest Products,BSE
NATGENI,NATIONAL GENERAL INDUSTRIES LT,Non-Energy Minerals,Steel,BSE
BLOIN,BLOOM INDUSTRIES LTD.,Non-Energy Minerals,Steel,BSE
IMEC,IMEC SERVICES LIMITED,Non-Energy Minerals,Steel,BSE
LESHAIND,LESHA INDUSTRIES LTD.,Non-Energy Minerals,Steel,BSE
SANDUMA,SANDUR MANGANESE & IRON ORES L,Non-Energy Minerals,Other Metals/Minerals,BSE
BIHSPONG,BIHAR SPONGE IRON LTD.,Non-Energy Minerals,Steel,BSE
KEERTHI,KEERTHI INDUSTRIES LTD.,Non-Energy Minerals,Construction Materials,BSE
STURDY,STURDY INDUSTRIES LTD.,Non-Energy Minerals,Aluminum,BSE
UNISON,UNISON METALS LTD,Non-Energy Minerals,Steel,BSE
SOUTHMG,SOUTHERN MAGNESIUM & CHEMICALS,Non-Energy Minerals,Other Metals/Minerals,BSE
NILE,NILE LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.,Non-Energy Minerals,Aluminum,BSE
ROYALCU,ROYAL CUSHION VINYL PRODUCTS L,Non-Energy Minerals,Forest Products,BSE
NILACHAL,NILACHAL REFRACTORIES LTD.,Non-Energy Minerals,Construction Materials,BSE
NARAYANI,NARAYANI STEELS LIMITED,Non-Energy Minerals,Steel,BSE
RAPICUT,RAPICUT CARBIDES LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
SRECR,SREECHEM RESINS LTD.,Non-Energy Minerals,Construction Materials,BSE
STARLIT,STARLIT POWER SYSTEMS LIMITED,Non-Energy Minerals,Other Metals/Minerals,BSE
ASIIL,ASI INDUSTRIES LIMITED,Non-Energy Minerals,Construction Materials,BSE
SSWRL,SHREE STEEL WIRE ROPES LTD.,Non-Energy Minerals,Steel,BSE
KACHCHH,KACHCHH MINERALS LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
SURAJLTD,SURAJ LTD.,Non-Energy Minerals,Steel,BSE
SCBL,SAPTAK CHEM AND BUSINESS LIMIT,Non-Energy Minerals,Other Metals/Minerals,BSE
GOPAIST,GOPAL IRON & STEELS CO.(GUJARA,Non-Energy Minerals,Steel,BSE
WELSPLSOL,WELSPUN SPECIALTY SOLUTIONS LI,Non-Energy Minerals,Steel,BSE
ASHIS,ASHIANA ISPAT LTD.,Non-Energy Minerals,Steel,BSE
RAJTUBE,RAJASTHAN TUBE MANUFACTURING C,Non-Energy Minerals,Steel,BSE
INANI,INANI MARBLES & INDUSTRIES LTD,Non-Energy Minerals,Construction Materials,BSE
MDRNSTL,MODERN STEELS LTD.,Non-Energy Minerals,Steel,BSE
VBCFERROQ,VBC FERRO ALLOYS LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
BMW,BMW INDUSTRIES LIMITED,Non-Energy Minerals,Steel,BSE
SOLIDSTON,SOLID STONE COMPANY LTD.,Non-Energy Minerals,Construction Materials,BSE
RHETAN,RHETAN TMT LIMITED,Non-Energy Minerals,Steel,BSE
LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Non-Energy Minerals,Steel,BSE
KANSHST,KANISHK STEEL INDUSTRIES LTD.,Non-Energy Minerals,Steel,BSE
RSTL,RIDDHI STEEL AND TUBE LIMITED,Non-Energy Minerals,Steel,BSE
ASIANTNE,ASIAN TEA & EXPORTS LTD.,Non-Energy Minerals,Forest Products,BSE
RCAN,RAJESHWARI CANS LIMITED,Non-Energy Minerals,Precious Metals,BSE
HEERAISP,HEERA ISPAT LTD.,Non-Energy Minerals,Steel,BSE
BEEKAY,BEEKAY STEEL INDUSTRIES LTD.,Non-Energy Minerals,Steel,BSE
RALEGRA,RAVILEELA GRANITES LTD.,Non-Energy Minerals,Construction Materials,BSE
TALBROSENG,TALBROS ENGINEERING LIMITED,Non-Energy Minerals,Steel,BSE
UMIYA,UMIYA TUBES LIMITED,Non-Energy Minerals,Steel,BSE
NAVKAR,NAVKAR URBANSTRUCTURE LIMITED,Non-Energy Minerals,Construction Materials,BSE
REMIEDEL,REMI EDELSTAHL TUBULARS LIMITE,Non-Energy Minerals,Steel,BSE
GLITTEKG,GLITTEK GRANITES LTD.,Non-Energy Minerals,Construction Materials,BSE
ASHNI,ASHNISHA INDUSTRIES LIMITED,Non-Energy Minerals,Steel,BSE
SKCIL,SHRI KESHAV CEMENTS AND INFRA,Non-Energy Minerals,Construction Materials,BSE
SRIKPRIND,SRI KPR INDUSTRIES LTD.,Non-Energy Minerals,Construction Materials,BSE
BAROEXT,BARODA EXTRUSION LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
FACORALL,FACOR ALLOYS LTD.,Non-Energy Minerals,Other Metals/Minerals,BSE
MAITRI,MAITRI ENTERPRISES LIMITED,Non-Energy Minerals,Aluminum,BSE
UNIAUTO,UNIVERSAL AUTOFOUNDRY LIMITED,Non-Energy Minerals,Steel,BSE
ASHSI,ASHIRWAD STEELS & INDUSTRIES L,Non-Energy Minerals,Steel,BSE
SAURASHCEM,SAURASHTRA CEMENT LTD.,Non-Energy Minerals,Construction Materials,BSE
METALCO,METAL COATINGS (INDIA) LTD.,Non-Energy Minerals,Steel,BSE
RISHDIGA,RISHABH DIGHA STEEL & ALLIED P,Non-Energy Minerals,Steel,BSE
CHENFERRO,CHENNAI FERROUS INDUSTRIES LIM,Non-Energy Minerals,Steel,BSE
SHRDAIS,SHARDA ISPAT LTD.,Non-Energy Minerals,Steel,BSE
MIDWEST,MIDWEST GOLD LTD.,Non-Energy Minerals,Precious Metals,BSE
ISWL,INDIA STEEL WORKS LTD.,Non-Energy Minerals,Steel,BSE
SUDAI,SUDAL INDUSTRIES LTD.,Non-Energy Minerals,Aluminum,BSE
